63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,65,43,43,43,43,43,43,43,43,43,43,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,67,62,61,61,61,61,61,61,61,61,60,66,63,63,63,63,63,63,65,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,67,68,57,57,57,57,57,57,57,57,69,66,63,63,63,63,63,63,67,62,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,60,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,67,55,54,54,54,54,54,54,54,54,56,52,43,43,43,43,43,43,51,68,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,69,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,67,55,54,54,54,54,54,54,54,54,56,62,61,61,61,61,61,61,60,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,67,55,54,54,54,54,54,54,54,54,59,57,57,57,57,57,57,57,57,58,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,67,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,67,55,54,54,54,54,54,54,54,54,70,50,41,41,41,41,41,41,49,71,54,54,54,54,54,70,50,41,41,41,41,41,41,41,41,41,41,49,71,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,67,55,54,54,54,54,54,54,54,54,56,66,63,63,63,63,63,63,67,55,54,54,54,54,54,56,52,43,43,43,43,43,43,43,43,43,43,51,55,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,67,55,54,54,54,54,54,54,54,54,56,66,63,63,63,63,63,63,67,55,54,54,54,54,54,56,62,61,61,61,61,61,61,61,61,61,61,60,55,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,41,41,41,41,41,41,41,41,41,41,63,63,63,63,63,63,63,67,55,54,54,54,54,54,59,57,57,57,57,57,57,57,57,57,57,57,57,58,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,55,54,54,54,70,50,49,71,54,54,54,70,50,49,71,54,54,54,70,50,49,71,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,55,54,54,54,56,52,51,55,54,54,54,56,52,51,55,54,54,54,56,52,51,55,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,55,54,54,54,56,62,60,55,54,54,54,56,62,61,55,54,54,54,56,62,60,55,54,56,66,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
